section_id,norm_multi_family_score,norm_single_family_score,norm_score,urban_parcel_classification,norm_optimal_housing_type,num_housing_units,municipality_name,district_name,comarca,lat,lon,cluster_sc,cluster_description,household_income_sc,multi_family_rental_ppm2_sc,multi_family_purchase_ppm2_percentile_sc,single_family_rental_ppm2_sc,single_family_purchase_ppm2_percentile_sc,office_analysis,office_rental_ppm2
800101001,24.18526767736739,25.644941519241534,25.644941519241534,Other,Single Family,18.0,Abrera,Abrera,Baix Llobregat,41.51072106,1.905566339,1,07 Peripheral Areas,48025.0,7.5,1492.702703,4.9,938.3699186991872,Other,0.0
800101002,19.006726583944214,0.0,19.006726583944214,Other,Multi-Family,4.0,Abrera,Abrera,Baix Llobregat,41.52009496,1.900864687,1,07 Peripheral Areas,46119.0,7.1,1370.108108,,,Other,0.0
800101003,25.495203671627653,0.0,25.495203671627653,Other,Multi-Family,233.0,Abrera,Abrera,Baix Llobregat,41.51340056,1.912959872,1,07 Peripheral Areas,74846.0,7.95,1647.345946,,,Other,0.0
800101004,26.44357911859317,36.14944164457214,36.14944164457214,Other,Single Family,91.0,Abrera,Abrera,Baix Llobregat,41.51482075,1.881604524,1,07 Peripheral Areas,56253.0,8.8,1924.583784,7.7,2554.772357723577,Other,0.0
800101005,25.19601492408469,0.0,25.19601492408469,Other,Multi-Family,39.0,Abrera,Abrera,Baix Llobregat,41.51752431,1.899702167,1,07 Peripheral Areas,46850.0,7.9,1620.140541,,,Other,0.0
800101007,23.285943576273556,30.55212694150055,30.55212694150055,Other,Single Family,297.0,Abrera,Abrera,Baix Llobregat,41.51860434,1.930131065,1,07 Peripheral Areas,52427.0,7.833333333333334,1598.6990993333334,7.4,2337.317073170732,Other,0.0
800101008,24.54343434458927,22.67913288590612,24.54343434458927,Other,Multi-Family,43.0,Abrera,Abrera,Baix Llobregat,41.52365547,1.903392509,1,07 Peripheral Areas,54291.0,7.766666666666667,1577.2576576666663,7.3,2274.573170731708,Other,0.0
800301001,29.64958153716605,29.45909462167823,29.64958153716605,Other,,0.0,Alella,Alella,Maresme,41.49627321,2.301261567,1,07 Peripheral Areas,81903.0,12.4,3387.545946,9.1,3366.260162601626,Other,0.0
800301002,28.892050379152465,28.91707877040149,28.91707877040149,Other,Single Family,205.0,Alella,Alella,Maresme,41.48243825,2.299905382,1,07 Peripheral Areas,91368.0,11.1,2814.0,8.9,3259.353658536585,Mix Use New Development,8.769
800301003,33.25158862431464,34.16911507313191,34.16911507313191,Other,,0.0,Alella,Alella,Maresme,41.49002202,2.289833418,1,07 Peripheral Areas,97416.0,12.1,3250.648649,9.7,3723.459349593495,Other,0.0
800301004,29.56943613206741,30.29127119243218,30.29127119243218,Other,,0.0,Alella,Alella,Maresme,41.50619703,2.287039545,1,07 Peripheral Areas,99263.0,10.15,2484.772973,9.6,3657.756097560976,Other,0.0
800501001,27.192356856305917,27.53598766815363,27.53598766815363,Other,Multi-Family,86.0,"Ametlla del Vallès, L'","Ametlla del Vallès, l'",Valles Oriental,41.68754443,2.247811041,1,07 Peripheral Areas,78773.0,8.0,1658.2054058,7.3,2274.573170731708,Other,0.0
800501002,25.002571540652383,24.630516741125057,25.002571540652383,Other,Multi-Family,38.0,"Ametlla del Vallès, L'","Ametlla del Vallès, l'",Valles Oriental,41.6700764,2.261877964,1,07 Peripheral Areas,75840.0,8.3,1752.421622,5.8,1338.4796747967482,Other,0.0
800501003,24.14606840352111,26.407999150764116,26.407999150764116,Other,Multi-Family,75.0,"Ametlla del Vallès, L'","Ametlla del Vallès, l'",Valles Oriental,41.65916527,2.259890769,1,07 Peripheral Areas,89652.0,7.700000000000001,1572.1621625,7.2,2212.6829268292686,Other,0.0
800501004,25.3836854154591,34.48446791080603,34.48446791080603,Other,Multi-Family,67.0,"Ametlla del Vallès, L'","Ametlla del Vallès, l'",Valles Oriental,41.66939335,2.246079726,1,07 Peripheral Areas,91412.0,7.1000000000000005,1391.9027030000002,7.9,2679.5772357723577,Other,0.0
800501005,18.98218369785377,23.20047873086928,23.20047873086928,Other,Multi-Family,36.0,"Ametlla del Vallès, L'","Ametlla del Vallès, l'",Valles Oriental,41.64591149,2.263474517,1,07 Peripheral Areas,67877.0,6.5,1211.6432435000002,5.3,1102.4430894308944,Other,0.0
800601001,21.036280033150533,13.72565627886701,21.036280033150533,Other,Multi-Family,7.0,Arenys de Mar,Arenys de Mar,Maresme,41.58137185,2.552346341,1,07 Peripheral Areas,45218.0,8.2,1718.897297,5.1,1015.8536585365852,Other,0.0
800601002,21.99589359604523,13.91478235956418,21.99589359604523,Other,Multi-Family,46.0,Arenys de Mar,Arenys de Mar,Maresme,41.5828494,2.557356872,1,07 Peripheral Areas,44650.0,7.4,1461.6,5.9,1395.1341463414635,Other,0.0
800601003,17.56275611501518,18.40765818404652,18.40765818404652,Other,Single Family,83.0,Arenys de Mar,Arenys de Mar,Maresme,41.59054496,2.550452465,6,"06 Central Midsized Cities, Regeneration",47417.0,7.7,1555.816216,7.6,2491.3170731707314,Other,0.0
800601004,23.01486780346175,30.20715603954899,30.20715603954899,Other,Single Family,32.0,Arenys de Mar,Arenys de Mar,Maresme,41.58705395,2.561375232,1,07 Peripheral Areas,74616.0,9.9,2329.978378,6.4,1695.4796747967482,Other,0.0
800602001,20.27993642258097,16.551403398367835,20.27993642258097,Other,,0.0,Arenys de Mar,Arenys de Mar,Maresme,41.57800462,2.548288389,6,"06 Central Midsized Cities, Regeneration",42251.0,7.8,1587.827027,6.3,1642.09756097561,Other,0.0
800602002,20.504710029227248,17.25138446713581,20.504710029227248,Other,,0.0,Arenys de Mar,Arenys de Mar,Maresme,41.58059517,2.548028233,1,07 Peripheral Areas,45920.0,7.9,1620.140541,5.1,1015.8536585365852,Other,0.0
800602003,20.87474693257113,25.96780941831268,25.96780941831268,Other,Single Family,13.0,Arenys de Mar,Arenys de Mar,Maresme,41.57913202,2.53486298,1,07 Peripheral Areas,65529.0,7.4,1461.6,7.6,2491.3170731707314,Other,0.0
800602004,16.99878634165296,0.0,16.99878634165296,Other,Multi-Family,101.0,Arenys de Mar,Arenys de Mar,Maresme,,,6,"06 Central Midsized Cities, Regeneration",44934.0,8.7,1889.545946,,,Other,0.0
800602005,25.24668435184396,0.0,25.24668435184396,Other,,0.0,Arenys de Mar,Arenys de Mar,Maresme,41.58710861,2.544160636,6,"06 Central Midsized Cities, Regeneration",43203.0,8.2,1718.897297,,,Other,0.0
800701001,16.2074236332155,11.06773005872964,16.2074236332155,Other,Multi-Family,78.0,Arenys de Munt,Arenys de Munt,Maresme,41.61748462,2.515836133,1,07 Peripheral Areas,50490.0,8.0,1652.756757,5.0,968.9024390243904,Other,0.0
800701002,19.845984831242337,11.494331335498064,19.845984831242337,Other,,0.0,Arenys de Munt,Arenys de Munt,Maresme,41.61765828,2.536223913,1,07 Peripheral Areas,47574.0,7.9,1620.140541,6.1,1522.2723577235777,Other,0.0
800701003,18.870109458192317,0.0,18.870109458192317,Other,,0.0,,,,41.62428084,2.543719423,1,07 Peripheral Areas,47574.0,7.9,1620.140541,,,Other,0.0
800702001,20.09244233703866,18.93386055949683,20.09244233703866,Other,Multi-Family,972.0,Arenys de Munt,Arenys de Munt,Maresme,41.59978124,2.523716382,1,07 Peripheral Areas,59620.0,7.2,1400.302703,7.5,2400.914634146341,Other,0.0
800702002,16.886182018113676,18.911237681876298,18.911237681876298,Other,Multi-Family,49.0,Arenys de Munt,Arenys de Munt,Maresme,41.60225406,2.552310344,1,07 Peripheral Areas,44572.0,8.0,1652.756757,3.8,596.8780487804877,Other,0.0
800901001,22.510260196930773,18.49922255907844,22.510260196930773,Other,Multi-Family,729.0,Argentona,Argentona,Maresme,41.57258994,2.384702553,1,07 Peripheral Areas,64529.0,8.1,1685.675676,5.9,1395.1341463414635,Other,0.0
800901002,17.071414947624373,17.71896820055964,17.71896820055964,Other,,0.0,Argentona,Argentona,Maresme,41.54690575,2.407426188,1,07 Peripheral Areas,50837.0,7.9,1620.140541,7.3,2274.573170731708,Other,0.0
800901003,16.256271502627264,0.0,16.256271502627264,Other,,0.0,Argentona,Argentona,Maresme,41.53633956,2.415050214,6,"06 Central Midsized Cities, Regeneration",35223.0,7.4,1461.6,,,Other,0.0
800901004,22.94378172518284,26.637994536217125,26.637994536217125,Other,,0.0,Argentona,Argentona,Maresme,41.56459953,2.370243354,1,07 Peripheral Areas,58821.0,7.45,1477.1513515,8.3,2940.426829268293,Other,0.0
800901005,23.681261754277127,24.086633103577515,24.086633103577515,Other,,0.0,Argentona,Argentona,Maresme,41.55360167,2.391568705,1,07 Peripheral Areas,74199.0,7.5,1492.702703,7.1,2149.6260162601625,Other,0.0
800901006,32.53101948762485,28.815892878445386,32.53101948762485,Other,,0.0,Argentona,Argentona,Maresme,41.54500379,2.392350609,1,07 Peripheral Areas,90201.0,13.3,3814.583784,7.4,2337.317073170732,Other,0.0
800902001,15.785316097450911,15.94044918962946,15.94044918962946,Other,,0.0,Argentona,Argentona,Maresme,41.56788555,2.408721551,1,07 Peripheral Areas,52323.0,8.8,1924.583784,6.0,1459.7560975609758,Other,0.0
800902002,17.050020021685384,20.764122017617947,20.764122017617947,Other,,0.0,Argentona,Argentona,Maresme,41.55228313,2.416023946,1,07 Peripheral Areas,49685.0,9.4,2141.167568,7.5,2400.914634146341,Other,0.0
800902003,21.927241517339773,19.34381083179081,21.927241517339773,Other,,0.0,Argentona,Argentona,Maresme,41.55585169,2.402297718,6,"06 Central Midsized Cities, Regeneration",50077.0,9.1,2031.513514,6.7,1912.2235772357724,Other,0.0
801301001,14.32916765251605,8.468644899907613,14.32916765251605,Other,Multi-Family,194.0,Avinyonet del Penedès,Avinyonet del Penedès,Alt Penedes,41.35224462,1.783079647,1,07 Peripheral Areas,49250.0,5.6,953.5135135,3.5,527.8455284552846,Other,0.0
801401001,12.80114815384171,11.713349817042973,12.80114815384171,Other,,0.0,Aiguafreda,Aiguafreda,Valles Oriental,41.78130285,2.264546418,1,07 Peripheral Areas,50678.0,5.9,1031.383784,5.3,1102.4430894308944,Other,0.0
801501001,39.79958899954346,27.91124508286209,39.79958899954346,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.44509981,2.247561772,2,"05 Central Metropolitan Location, Regeneration",70502.0,10.3,2486.475676,5.8,1338.4796747967482,Other,0.0
801501002,37.58842549382325,24.210914649969425,37.58842549382325,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.44775857,2.248410366,3,"04 Quality Location, Regeneration",61729.0,11.3,2898.908108,6.7,1912.2235772357724,Other,0.0
801501003,40.61749264769582,32.77312082985588,40.61749264769582,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.4486603,2.249988173,2,"05 Central Metropolitan Location, Regeneration",67219.0,11.0,2772.0,6.6,1829.219512195122,Other,0.0
801501004,44.222231083264354,27.683883538824052,44.222231083264354,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.44988075,2.252263808,2,"05 Central Metropolitan Location, Regeneration",66056.0,10.4,2526.356757,5.9,1395.1341463414635,Other,0.0
801501005,32.45019834546551,0.0,32.45019834546551,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.44753636,2.245200547,2,"05 Central Metropolitan Location, Regeneration",63258.0,9.5,2178.324324,,,Other,0.0
801501007,40.95915174812893,27.03549287263219,40.95915174812893,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.45132522,2.250189232,2,"05 Central Metropolitan Location, Regeneration",64175.0,10.1,2407.621622,9.9,3831.219512195122,Other,0.0
801502001,28.56799321771051,18.657928238743228,28.56799321771051,Other,Multi-Family,85.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.44991662,2.240425619,2,"05 Central Metropolitan Location, Regeneration",51005.0,9.5,2178.324324,5.7,1279.719512195122,Other,0.0
801502002,39.49249897350516,0.0,39.49249897350516,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.45072499,2.243429146,2,"05 Central Metropolitan Location, Regeneration",62668.0,11.1,2814.0,,,Other,0.0
801502003,32.39152046437234,18.26766794260151,32.39152046437234,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.45099507,2.246242008,2,"05 Central Metropolitan Location, Regeneration",62257.0,11.6,3028.540541,6.2,1582.5121951219514,Other,0.0
801502004,38.59208277479719,0.0,38.59208277479719,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.45295339,2.248393747,2,"05 Central Metropolitan Location, Regeneration",70882.0,9.1,2031.513514,,,Other,0.0
801502005,30.28785210696375,18.39405463701551,30.28785210696375,Other,Multi-Family,8.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.44998918,2.235359966,2,"05 Central Metropolitan Location, Regeneration",37109.0,9.9,2329.978378,4.7,877.3333333333335,Other,0.0
801502007,30.097219216259308,0.0,30.097219216259308,Other,,0.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.45167013,2.238490087,2,"05 Central Metropolitan Location, Regeneration",34412.0,9.4,2141.167568,,,Other,0.0
801502008,34.687770096815406,22.96093753050849,34.687770096815406,Other,,0.0,Badalona,"Centre, Coll i Pujol, Dalt de la Vila",Barcelones,41.45381688,2.245622767,2,"05 Central Metropolitan Location, Regeneration",59326.0,10.3,2486.475676,5.9,1395.1341463414635,Other,0.0
801502009,35.49354516092972,0.0,35.49354516092972,Housing Consolidated,,0.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.45211576,2.23715957,3,"04 Quality Location, Regeneration",27826.0,11.8,3116.475676,,,Other,0.0
801502010,35.826098128920975,0.0,35.826098128920975,Other,,0.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.45172176,2.235693079,2,"05 Central Metropolitan Location, Regeneration",35622.0,9.2,2067.762162,,,Other,0.0
801502011,37.75763993152118,0.0,37.75763993152118,Other,,0.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.452833,2.236886592,2,"05 Central Metropolitan Location, Regeneration",35664.0,9.2,2067.762162,,,Other,0.0
801502012,23.485775051321195,18.07054507287237,23.485775051321195,Other,,0.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.4519096,2.233739703,2,"05 Central Metropolitan Location, Regeneration",36830.0,10.4,2526.356757,5.2,1059.4471544715448,Other,0.0
801502013,31.65690726940892,0.0,31.65690726940892,Other,Multi-Family,6.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.45075466,2.237634615,2,"05 Central Metropolitan Location, Regeneration",34676.0,9.8,2291.610811,,,Other,0.0
801502015,31.28633582996811,0.0,31.28633582996811,Other,,0.0,Badalona,Sant Crist de Can Cabanyes,Barcelones,41.45341705,2.23511815,2,"05 Central Metropolitan Location, Regeneration",31798.0,9.4,2141.167568,,,Other,0.0
801503001,32.478593324376305,9.674305330654471,32.478593324376305,Other,Multi-Family,252.0,Badalona,"Gorg, La Mora",Barcelones,41.43808281,2.234153249,2,"05 Central Metropolitan Location, Regeneration",42630.0,12.9,3621.762162,7.3,2274.573170731708,Other,0.0
801503003,32.03625762877138,7.472859555483503,32.03625762877138,Other,,0.0,Badalona,"Gorg, La Mora",Barcelones,41.44203637,2.236246122,2,"05 Central Metropolitan Location, Regeneration",49949.0,9.6,2215.783784,4.0,653.3333333333335,Other,0.0
801503004,36.87868148396574,16.474879783459677,36.87868148396574,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44155382,2.241016044,2,"05 Central Metropolitan Location, Regeneration",60533.0,11.7,3072.356757,6.6,1829.219512195122,Other,0.0
801503005,31.528989149697946,9.611372508497515,31.528989149697946,Other,,0.0,Badalona,"Gorg, La Mora",Barcelones,41.44022745,2.239065006,2,"05 Central Metropolitan Location, Regeneration",49652.0,11.3,2898.908108,2.9,420.0284552845528,Other,0.0
801503006,32.89813002569237,10.72343624236869,32.89813002569237,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44294849,2.242751467,2,"05 Central Metropolitan Location, Regeneration",63430.0,11.2,2856.302703,4.1,681.3333333333333,Other,0.0
801503007,36.683285320088274,16.67112069301875,36.683285320088274,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44455713,2.244210993,2,"05 Central Metropolitan Location, Regeneration",68160.0,10.6,2607.027027,5.3,1102.4430894308944,Other,0.0
801503008,32.64651019353846,15.345617309885238,32.64651019353846,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44413632,2.240147615,2,"05 Central Metropolitan Location, Regeneration",51811.0,11.0,2772.0,5.8,1338.4796747967482,Other,0.0
801503009,32.264951547934736,13.884437059803972,32.264951547934736,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44612559,2.242517323,2,"05 Central Metropolitan Location, Regeneration",55044.0,10.2,2446.897297,6.2,1582.5121951219514,Other,0.0
801503010,23.48664106609048,0.0,23.48664106609048,Housing Consolidated,,0.0,Badalona,"Artigas, Congrés, El Remei, Sant Roc",Barcelones,41.43921812,2.230431487,2,"05 Central Metropolitan Location, Regeneration",36255.0,9.2,2067.762162,,,Other,0.0
801503011,28.073262061656777,0.0,28.073262061656777,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44319873,2.238108498,2,"05 Central Metropolitan Location, Regeneration",50732.0,10.0,2368.648649,,,Other,0.0
801503013,30.856757147359826,0.0,30.856757147359826,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44151348,2.245187334,2,"05 Central Metropolitan Location, Regeneration",76613.0,13.5,3912.810811,,,Other,0.0
801503014,36.28603183226452,0.0,36.28603183226452,Other,Multi-Family,160.0,Badalona,Badalona,Barcelones,41.43780119,2.242936897,2,"05 Central Metropolitan Location, Regeneration",72705.0,13.5,3912.810811,,,Other,0.0
801503015,27.7668498549608,0.0,27.7668498549608,Other,Multi-Family,0.0,,,,41.43916747,2.236987417,2,"05 Central Metropolitan Location, Regeneration",49652.0,11.3,2898.908108,,,Other,0.0
801504001,25.21639752944836,0.0,25.21639752944836,Other,,0.0,Badalona,"Montigalà, Puigfred",Barcelones,41.45729761,2.233491372,1,07 Peripheral Areas,46034.0,8.8,1924.583784,,,Other,0.0
801504002,32.4622584439863,0.0,32.4622584439863,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.45611312,2.244947766,2,"05 Central Metropolitan Location, Regeneration",49758.0,10.7,2647.816216,,,Other,0.0
801504003,33.448495124978464,0.0,33.448495124978464,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46045613,2.247196132,2,"05 Central Metropolitan Location, Regeneration",49094.0,10.0,2368.648649,,,Other,0.0
801504004,30.78608247758279,0.0,30.78608247758279,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46244128,2.239460188,2,"05 Central Metropolitan Location, Regeneration",50236.0,10.2,2446.897297,,,Other,0.0
801504005,31.1994800604268,0.0,31.1994800604268,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,,,2,"05 Central Metropolitan Location, Regeneration",50109.0,10.1,2407.621622,,,Other,0.0
801504006,25.06001302515983,0.0,25.06001302515983,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46087049,2.24308003,2,"05 Central Metropolitan Location, Regeneration",46123.0,9.7,2253.545946,,,Other,0.0
801504007,27.377157239059425,25.1183006649501,27.377157239059425,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46401321,2.246553764,1,07 Peripheral Areas,50768.0,8.7,1889.545946,9.6,3657.756097560976,Other,0.0
801504008,36.10796159853736,0.0,36.10796159853736,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.45707233,2.242045336,2,"05 Central Metropolitan Location, Regeneration",43051.0,10.0,2368.648649,,,Other,0.0
801504009,29.32651696297364,0.0,29.32651696297364,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.4584826,2.247408353,2,"05 Central Metropolitan Location, Regeneration",48107.0,9.3,2104.313514,,,Other,0.0
801504010,37.95304307668072,0.0,37.95304307668072,Housing Consolidated,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.4603935,2.241199682,3,"04 Quality Location, Regeneration",36253.0,10.9,2730.302703,,,Other,0.0
801504011,28.657084644457747,0.0,28.657084644457747,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.45874049,2.249985822,2,"05 Central Metropolitan Location, Regeneration",46718.0,10.6,2607.027027,,,Other,0.0
801504012,34.12163837806104,21.495376776007912,34.12163837806104,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.45851308,2.244365565,2,"05 Central Metropolitan Location, Regeneration",47821.0,10.3,2486.475676,5.5,1183.1707317073171,Other,0.0
801504013,28.10315297762953,0.0,28.10315297762953,Other,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46176239,2.249250941,6,"06 Central Midsized Cities, Regeneration",49895.0,9.0,1995.567568,,,Other,0.0
801504014,36.86771957143239,29.864829054141165,36.86771957143239,Other,Multi-Family,49.0,Badalona,"Montigalà, Puigfred",Barcelones,41.45524828,2.239788434,2,"05 Central Metropolitan Location, Regeneration",66249.0,10.1,2407.621622,8.6,3102.991869918699,Other,0.0
801504015,28.3370964330746,0.0,28.3370964330746,Other,,0.0,Badalona,"Montigalà, Puigfred",Barcelones,41.46030144,2.235863508,2,"05 Central Metropolitan Location, Regeneration",44962.0,9.1,2031.513514,,,Other,0.0
801504016,37.66403038581237,29.791224229285923,37.66403038581237,Housing Consolidated,,0.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46111169,2.238028192,2,"05 Central Metropolitan Location, Regeneration",58669.0,10.2,2446.897297,5.2,1059.4471544715448,Other,0.0
801505001,40.22145795533025,19.621142494173625,40.22145795533025,Other,,0.0,Badalona,"Canyadó, Casagemes, Manresa",Barcelones,41.45266319,2.255510897,2,"05 Central Metropolitan Location, Regeneration",65131.0,11.2,2856.302703,8.4,2997.3658536585367,Other,0.0
801505002,46.352554680400935,0.0,46.352554680400935,Other,,0.0,Badalona,"Canyadó, Casagemes, Manresa",Barcelones,41.4537213,2.253417115,3,"04 Quality Location, Regeneration",57066.0,9.9,2329.978378,,,Other,0.0
801505003,39.946035137293705,2.892172721822581,39.946035137293705,Other,,0.0,Badalona,"Canyadó, Casagemes, Manresa",Barcelones,41.45515888,2.249861338,2,"05 Central Metropolitan Location, Regeneration",64169.0,10.3,2486.475676,4.4,768.747967479675,Other,0.0
801505004,39.41333306187194,0.0,39.41333306187194,Other,Multi-Family,31.0,Badalona,"Canyadó, Casagemes, Manresa",Barcelones,41.45578555,2.258636771,2,"05 Central Metropolitan Location, Regeneration",55872.0,10.5,2566.540541,,,Other,0.0
801505005,31.158624942062826,0.0,31.158624942062826,Other,,0.0,Badalona,"Les Guixeres, Pomar",Barcelones,41.46206801,2.260107241,5,01 Top Premium Urban Areas,46507.0,9.5,2178.324324,,,Other,0.0
801505006,41.487128997934,28.01445820246241,41.487128997934,Housing Consolidated,,0.0,Badalona,"Canyadó, Casagemes, Manresa",Barcelones,41.45264095,2.252949331,2,"05 Central Metropolitan Location, Regeneration",61418.0,10.3,2486.475676,7.7,2554.772357723577,Other,0.0
801505007,39.55153016586398,0.0,39.55153016586398,Other,,0.0,Badalona,Badalona,Barcelones,41.45459787,2.257350408,2,"05 Central Metropolitan Location, Regeneration",63445.0,10.6,2607.027027,,,Other,0.0
801505008,25.27044412665153,0.0,25.27044412665153,Other,,0.0,,,,41.45644032,2.253008596,1,07 Peripheral Areas,57066.0,9.9,2329.978378,,,Other,0.0
801506001,26.281671511889563,23.957332229523065,26.281671511889563,Other,Multi-Family,77.0,Badalona,"Bonavista, Bufalà, Morera",Barcelones,41.46656587,2.237768375,2,"05 Central Metropolitan Location, Regeneration",48306.0,9.6,2215.783784,9.2,3432.048780487805,Other,0.0
801506002,24.82378851476853,10.16209297657665,24.82378851476853,Other,Multi-Family,1547.0,Badalona,"Canyet, Mas Ram, Pomar de Dalt",Barcelones,41.47763006,2.233176087,5,01 Top Premium Urban Areas,81100.0,9.2,2070.183784,5.1,1015.8536585365852,Other,0.0
801506003,29.970310494958657,0.0,29.970310494958657,Other,,0.0,Badalona,"Les Guixeres, Pomar",Barcelones,41.4639159,2.250627908,1,07 Peripheral Areas,32611.0,8.8,1924.583784,,,Other,0.0
801506004,31.37039955935621,0.0,31.37039955935621,Other,,0.0,Badalona,"Les Guixeres, Pomar",Barcelones,41.46713366,2.247787876,2,"05 Central Metropolitan Location, Regeneration",33876.0,8.7,1889.545946,,,Other,0.0
801506005,28.936514928062422,0.0,28.936514928062422,Other,,0.0,Badalona,"Les Guixeres, Pomar",Barcelones,41.4671978,2.250074877,2,"05 Central Metropolitan Location, Regeneration",33493.0,8.8,1924.583784,,,Other,0.0
801506006,16.998459389075173,0.0,16.998459389075173,Other,,0.0,Badalona,"Les Guixeres, Pomar",Barcelones,41.46950261,2.25643498,1,07 Peripheral Areas,33126.0,8.9,1959.924324,,,Other,0.0
801507001,25.122278587708102,0.0,25.122278587708102,Other,Multi-Family,128.0,Badalona,La Salut,Barcelones,41.44060668,2.227964542,2,"05 Central Metropolitan Location, Regeneration",39562.0,8.7,1889.545946,,,Other,0.0
801507002,36.1685071225626,0.0,36.1685071225626,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44404942,2.233957192,2,"05 Central Metropolitan Location, Regeneration",47409.0,9.6,2215.783784,,,Other,0.0
801507003,43.09114242544646,0.0,43.09114242544646,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44557624,2.235181283,3,"04 Quality Location, Regeneration",32671.0,11.3,2898.908108,,,Other,0.0
801507004,33.51782877688304,15.241908335768818,33.51782877688304,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44760642,2.238729651,2,"05 Central Metropolitan Location, Regeneration",49965.0,10.7,2647.816216,4.4,768.747967479675,Other,0.0
801507005,27.757034264970173,0.0,27.757034264970173,Housing New Development,Multi-Family,6.0,Badalona,La Salut,Barcelones,41.44207404,2.226134047,2,"05 Central Metropolitan Location, Regeneration",35717.0,8.7,1889.545946,,,Other,0.0
801507006,36.36349995740236,0.0,36.36349995740236,Other,,0.0,Badalona,"Can Claris, Progrés, Raval",Barcelones,41.44552136,2.237533967,2,"05 Central Metropolitan Location, Regeneration",51258.0,10.2,2446.897297,,,Other,0.0
801507007,25.54764472749786,0.0,25.54764472749786,Other,,0.0,Badalona,La Salut,Barcelones,41.44565104,2.222230919,3,"04 Quality Location, Regeneration",28842.0,8.6,1854.810811,,,Other,0.0
801507008,30.961738389293288,0.0,30.961738389293288,Other,,0.0,Badalona,La Salut,Barcelones,41.44451724,2.223561531,2,"05 Central Metropolitan Location, Regeneration",30686.0,9.8,2291.610811,,,Other,0.0
801507009,30.40219909769136,0.0,30.40219909769136,Other,,0.0,Badalona,La Salut,Barcelones,41.44757826,2.224547451,2,"05 Central Metropolitan Location, Regeneration",36011.0,9.2,2067.762162,,,Other,0.0
801507010,15.471796465526946,6.1773792474101805,15.471796465526946,Other,Multi-Family,12.0,Badalona,"La Pau, Lloreda, Sistrells",Barcelones,41.44471815,2.228879918,2,"05 Central Metropolitan Location, Regeneration",35170.0,10.4,2526.356757,4.6,833.7967479674796,Other,0.0
