section_id,norm_multi_family_score,norm_single_family_score,norm_score,urban_parcel_classification,norm_optimal_housing_type,num_housing_units,municipality_name,district_name,comarca,lat,lon,cluster_sc,cluster_description,household_income_sc,multi_family_rental_ppm2_sc,multi_family_purchase_ppm2_percentile_sc,single_family_rental_ppm2_sc,single_family_purchase_ppm2_percentile_sc,office_analysis,office_rental_ppm2
801902077,54.03186151407425,0.0,54.03186151407425,Other,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.38805396,2.169361151,5,01 Top Premium Urban Areas,72189.0,14.6,4474.702703,,,Other,0.0
801902078,62.65168113387203,0.0,62.65168113387203,Other,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.39180333,2.167934881,5,01 Top Premium Urban Areas,79245.0,17.4,6070.248649,,,Other,0.0
801902079,58.0714827194484,0.0,58.0714827194484,Housing Consolidated,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.38970677,2.165040503,4,02 Inner Core Top Premium Areas,97962.0,15.3,4851.340541,,,Other,0.0
801902080,62.17299780869143,0.0,62.17299780869143,Other,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.39445199,2.164538591,5,01 Top Premium Urban Areas,94032.0,14.9,4634.302703,,,Other,0.0
801902081,50.36806299129218,0.0,50.36806299129218,Other,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.39234681,2.161698519,5,01 Top Premium Urban Areas,83807.0,13.8,4062.421622,,,Other,0.0
801902082,47.317978658545336,0.0,47.317978658545336,Other,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.39662554,2.161746495,0,03 Premium Urban Areas,92781.0,14.7,4527.6,,,Other,0.0
801902083,64.19665079654385,0.0,64.19665079654385,Other,,0.0,Barcelona,La Dreta de l'Eixample,Barcelones,41.39472084,2.158376667,5,01 Top Premium Urban Areas,95899.0,15.9,5185.978378,,,Other,0.0
801902084,55.10020811785792,0.0,55.10020811785792,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39246527,2.156219081,0,03 Premium Urban Areas,69836.0,13.7,4012.248649,,,Other,0.0
801902085,51.2186222860182,0.0,51.2186222860182,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39406457,2.15390566,0,03 Premium Urban Areas,70278.0,14.1,4214.756757,,,Other,0.0
801902086,57.333740006653976,0.0,57.333740006653976,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39314613,2.151880768,5,01 Top Premium Urban Areas,81156.0,13.7,4012.248649,,,Other,0.0
801902087,55.327756787979645,0.0,55.327756787979645,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39118262,2.15451885,0,03 Premium Urban Areas,70420.0,13.5,3912.810811,,,Other,0.0
801902088,56.50664507560249,0.0,56.50664507560249,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39075394,2.157344635,0,03 Premium Urban Areas,76237.0,14.2,4266.140541,,,Other,0.0
801902089,55.62190768780076,0.0,55.62190768780076,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38989994,2.158472883,0,03 Premium Urban Areas,69003.0,13.2,3765.924324,,,Other,0.0
801902090,55.05477662416838,0.0,55.05477662416838,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38904545,2.159600477,0,03 Premium Urban Areas,62569.0,13.6,3962.378378,,,Other,0.0
801902091,55.554889180817824,0.0,55.554889180817824,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38771565,2.162482394,0,03 Premium Urban Areas,68457.0,13.5,3912.810811,,,Other,0.0
801902092,59.31892329020884,0.0,59.31892329020884,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38643984,2.1607856,0,03 Premium Urban Areas,61989.0,13.8,4062.421622,,,Other,0.0
801902093,55.12334948700145,90.0,90.0,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38606633,2.159021821,0,03 Premium Urban Areas,66339.0,13.0,3669.513514,16.7,6990.239837398375,Other,0.0
801902094,52.81006902453919,0.0,52.81006902453919,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38430953,2.160214013,0,03 Premium Urban Areas,64208.0,13.6,3962.378378,,,Other,0.0
801902095,53.99011141769565,0.0,53.99011141769565,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38345499,2.157945404,0,03 Premium Urban Areas,67114.0,13.7,4012.248649,,,Other,0.0
801902096,55.68558224046312,0.0,55.68558224046312,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38526038,2.157799329,0,03 Premium Urban Areas,59223.0,13.5,3912.810811,,,Other,0.0
801902097,58.4979526779612,0.0,58.4979526779612,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38494319,2.15593618,0,03 Premium Urban Areas,59269.0,13.1,3717.567568,,,Other,0.0
801902098,52.84869925200607,0.0,52.84869925200607,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38776756,2.156767036,3,"04 Quality Location, Regeneration",62712.0,13.3,3814.583784,,,Other,0.0
801902099,53.84538389939077,0.0,53.84538389939077,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38698363,2.155567311,3,"04 Quality Location, Regeneration",76241.0,14.1,4214.756757,,,Other,0.0
801902100,54.59104278213879,0.0,54.59104278213879,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.3862429,2.154286161,0,03 Premium Urban Areas,61001.0,14.7,4527.6,,,Other,0.0
801902101,55.736624475341145,0.0,55.736624475341145,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38818742,2.153931874,0,03 Premium Urban Areas,67372.0,14.1,4214.756757,,,Other,0.0
801902102,44.58526169222818,0.0,44.58526169222818,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39039648,2.1534702,0,03 Premium Urban Areas,75748.0,13.5,3912.810811,,,Other,0.0
801902103,63.43511432263472,0.0,63.43511432263472,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38911626,2.151765644,0,03 Premium Urban Areas,51749.0,14.6,4474.702703,,,Other,0.0
801902104,55.90459681285499,0.0,55.90459681285499,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.38990022,2.149400679,0,03 Premium Urban Areas,71835.0,13.6,3962.378378,,,Other,0.0
801902105,54.846539132526615,0.0,54.846539132526615,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39118378,2.151116388,0,03 Premium Urban Areas,56231.0,14.4,4369.816216,,,Other,0.0
801902106,53.58048700877426,0.0,53.58048700877426,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39292721,2.149897204,0,03 Premium Urban Areas,77879.0,13.7,4012.248649,,,Other,0.0
801902107,59.418509856335774,0.0,59.418509856335774,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39228891,2.148485156,0,03 Premium Urban Areas,80105.0,13.9,4112.897297,,,Other,0.0
801902108,59.63276344529732,0.0,59.63276344529732,Housing Consolidated,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39162786,2.147105953,0,03 Premium Urban Areas,76889.0,13.7,4012.248649,,,Office Consolidated,10.823
801902109,58.53126948246897,0.0,58.53126948246897,Other,,0.0,Barcelona,L'Antiga Esquerra de l'Eixample,Barcelones,41.39098076,2.145519681,0,03 Premium Urban Areas,83967.0,13.3,3814.583784,,,Other,0.0
801902110,53.672062382982624,0.0,53.672062382982624,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38871167,2.147266832,0,03 Premium Urban Areas,60158.0,14.2,4266.140541,,,Other,0.0
801902111,50.97436983211444,0.0,50.97436983211444,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38855625,2.144304935,0,03 Premium Urban Areas,62193.0,14.9,4634.302703,,,Other,0.0
801902112,49.21561088822309,0.0,49.21561088822309,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38708338,2.14357227,0,03 Premium Urban Areas,78082.0,13.3,3814.583784,,,Other,0.0
801902113,52.39282009673029,0.0,52.39282009673029,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38691552,2.145448781,0,03 Premium Urban Areas,81212.0,13.9,4112.897297,,,Other,0.0
801902114,50.44914488653952,0.0,50.44914488653952,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.3860633,2.146584465,3,"04 Quality Location, Regeneration",60343.0,13.8,4062.421622,,,Other,0.0
801902115,53.36447180959923,0.0,53.36447180959923,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38563526,2.148279812,3,"04 Quality Location, Regeneration",57808.0,13.0,3669.513514,,,Other,0.0
801902116,51.73203843445778,0.0,51.73203843445778,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38649029,2.149407199,0,03 Premium Urban Areas,74871.0,13.2,3765.924324,,,Other,0.0
801902117,53.168065011081794,0.0,53.168065011081794,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38734364,2.150533662,3,"04 Quality Location, Regeneration",64426.0,13.9,4112.897297,,,Other,0.0
801902118,51.92442596117988,0.0,51.92442596117988,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38593752,2.152423742,0,03 Premium Urban Areas,74347.0,13.5,3912.810811,,,Other,0.0
801902119,58.42330422510389,0.0,58.42330422510389,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.3856361,2.150543909,3,"04 Quality Location, Regeneration",64557.0,13.9,4112.897297,,,Other,0.0
801902120,49.74321181667735,0.0,49.74321181667735,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.3847817,2.149412842,3,"04 Quality Location, Regeneration",59453.0,14.6,4474.702703,,,Other,0.0
801902121,51.65486273679781,0.0,51.65486273679781,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38425137,2.15077735,0,03 Premium Urban Areas,65763.0,14.4,4369.816216,,,Office Consolidated,11.376000000000001
801902122,53.62263149971879,0.0,53.62263149971879,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38393,2.148285623,3,"04 Quality Location, Regeneration",72238.0,14.3,4317.827027,,,Other,0.0
801902123,55.6329383867095,0.0,55.6329383867095,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38478328,2.147155923,3,"04 Quality Location, Regeneration",55477.0,14.6,4474.702703,,,Other,0.0
801902124,48.72363497036316,0.0,48.72363497036316,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38478038,2.144898661,3,"04 Quality Location, Regeneration",65195.0,14.9,4634.302703,,,Other,0.0
801902125,61.61785401787451,0.0,61.61785401787451,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38533578,2.143493632,0,03 Premium Urban Areas,64042.0,14.2,4266.140541,,,Other,0.0
801902126,35.38143705339002,0.0,35.38143705339002,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38359332,2.143427695,3,"04 Quality Location, Regeneration",65286.0,13.9,4112.897297,,,Other,0.0
801902127,49.398702462655656,0.0,49.398702462655656,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38275534,2.144502835,0,03 Premium Urban Areas,56182.0,15.8,5129.448649,,,Other,0.0
801902128,34.50597693499564,0.0,34.50597693499564,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.3830148,2.147282468,3,"04 Quality Location, Regeneration",56189.0,14.3,4317.827027,,,Other,0.0
801902129,51.018974325155305,0.0,51.018974325155305,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38184554,2.145247852,0,03 Premium Urban Areas,60209.0,14.5,4422.108108,,,Other,0.0
801902130,56.655233980148594,0.0,56.655233980148594,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.37998622,2.14442184,0,03 Premium Urban Areas,98000.0,12.3,3341.610811,,,Other,0.0
801902131,56.69030262800141,0.0,56.69030262800141,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.37883353,2.146021837,3,"04 Quality Location, Regeneration",60118.0,13.6,3962.378378,,,Other,0.0
801902132,51.6660865704373,0.0,51.6660865704373,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.37967711,2.147160271,3,"04 Quality Location, Regeneration",61012.0,15.4,4906.356757,,,Other,0.0
801902133,49.46436952073635,0.0,49.46436952073635,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38066409,2.145816114,3,"04 Quality Location, Regeneration",58105.0,14.5,4422.108108,,,Other,0.0
801902134,54.85175616514207,0.0,54.85175616514207,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38139425,2.147081913,3,"04 Quality Location, Regeneration",55895.0,15.2,4796.627027,,,Other,0.0
801902135,53.0247531342339,0.0,53.0247531342339,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38095003,2.148847903,3,"04 Quality Location, Regeneration",52430.0,15.0,4688.108108,,,Other,0.0
801902136,52.02611950589893,0.0,52.02611950589893,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38212823,2.148353553,3,"04 Quality Location, Regeneration",60685.0,13.9,4112.897297,,,Other,0.0
801902137,48.84431091431401,0.0,48.84431091431401,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38244718,2.150217557,3,"04 Quality Location, Regeneration",54427.0,14.8,4580.8,,,Other,0.0
801902138,53.198276103487885,0.0,53.198276103487885,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38349178,2.152066297,0,03 Premium Urban Areas,62469.0,12.4,3387.545946,,,Other,0.0
801902139,58.90769007956232,0.0,58.90769007956232,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38421148,2.154656176,3,"04 Quality Location, Regeneration",54537.0,15.5,4961.675676,,,Other,0.0
801902140,51.833044844200565,0.0,51.833044844200565,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38265386,2.153366976,0,03 Premium Urban Areas,59054.0,13.5,3912.810811,,,Other,0.0
801902141,57.74397945466281,0.0,57.74397945466281,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38137642,2.151669151,0,03 Premium Urban Areas,55504.0,13.8,4062.421622,,,Other,0.0
801902142,50.75628297745636,0.0,50.75628297745636,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38095402,2.153366344,3,"04 Quality Location, Regeneration",54221.0,13.2,3765.924324,,,Other,0.0
801902143,53.825323486435,0.0,53.825323486435,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38265304,2.155626689,0,03 Premium Urban Areas,60784.0,13.4,3863.545946,,,Other,0.0
801902144,62.204543772650645,0.0,62.204543772650645,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38175294,2.156817071,0,03 Premium Urban Areas,65861.0,12.1,3250.648649,,,Other,0.0
801902145,54.03169749715551,0.0,54.03169749715551,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38005385,2.154555271,0,03 Premium Urban Areas,61744.0,13.6,3962.378378,,,Other,0.0
801902146,55.99965240994822,0.0,55.99965240994822,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.37877685,2.152853705,3,"04 Quality Location, Regeneration",58761.0,12.9,3621.762162,,,Other,0.0
801902147,53.42332286196396,0.0,53.42332286196396,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.38010186,2.151101961,3,"04 Quality Location, Regeneration",55774.0,13.3,3814.583784,,,Other,0.0
801902148,54.52037003629745,0.0,54.52037003629745,Other,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.37838189,2.148822362,0,03 Premium Urban Areas,58889.0,13.7,4012.248649,,,Other,0.0
801902149,54.64907880238954,0.0,54.64907880238954,Housing Consolidated,,0.0,Barcelona,La Nova Esquerra de l'Eixample,Barcelones,41.37703073,2.150554387,0,03 Premium Urban Areas,58359.0,12.5,3433.783784,,,Other,0.0
801902150,40.19862184215452,0.0,40.19862184215452,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37569094,2.15176435,2,"05 Central Metropolitan Location, Regeneration",53369.0,12.1,3250.648649,,,Other,0.0
801902151,49.77786661862942,0.0,49.77786661862942,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37674091,2.153342493,2,"05 Central Metropolitan Location, Regeneration",59262.0,12.2,3295.978378,,,Other,0.0
801902152,44.377432080048266,0.0,44.377432080048266,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37782804,2.154106318,3,"04 Quality Location, Regeneration",62054.0,14.1,4214.756757,,,Other,0.0
801902153,52.15042872054339,0.0,52.15042872054339,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37694237,2.155360106,3,"04 Quality Location, Regeneration",61370.0,14.2,4266.140541,,,Other,0.0
801902154,40.411577522411214,0.0,40.411577522411214,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37550078,2.154967945,3,"04 Quality Location, Regeneration",51616.0,13.5,3912.810811,,,Other,0.0
801902155,45.65657156572886,0.0,45.65657156572886,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37574221,2.15690663,2,"05 Central Metropolitan Location, Regeneration",52338.0,11.7,3072.356757,,,Other,0.0
801902156,50.75546669542362,0.0,50.75546669542362,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37607908,2.158682677,3,"04 Quality Location, Regeneration",56655.0,13.2,3765.924324,,,Other,0.0
801902157,50.07335866036501,0.0,50.07335866036501,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37693026,2.1575567,3,"04 Quality Location, Regeneration",52263.0,13.4,3863.545946,,,Other,0.0
801902158,55.502271440681575,0.0,55.502271440681575,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37820627,2.156994072,2,"05 Central Metropolitan Location, Regeneration",56713.0,13.4,3863.545946,,,Other,0.0
801902159,46.23182345599899,0.0,46.23182345599899,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37910549,2.155804648,3,"04 Quality Location, Regeneration",58762.0,13.0,3669.513514,,,Other,0.0
801902160,49.283382067228345,0.0,49.283382067228345,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.38080668,2.158066684,0,03 Premium Urban Areas,61653.0,13.3,3814.583784,,,Other,0.0
801902161,48.29090271943419,0.0,48.29090271943419,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37948387,2.158689226,2,"05 Central Metropolitan Location, Regeneration",57668.0,14.3,4317.827027,,,Other,0.0
801902162,56.05444259111801,0.0,56.05444259111801,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.38033637,2.159820183,3,"04 Quality Location, Regeneration",50325.0,14.3,4317.827027,,,Other,0.0
801902163,48.68625986545912,0.0,48.68625986545912,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.38251374,2.16033456,0,03 Premium Urban Areas,58414.0,12.8,3574.313514,,,Other,0.0
801902164,53.73592279253274,0.0,53.73592279253274,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.38411054,2.162916579,0,03 Premium Urban Areas,56580.0,13.2,3765.924324,,,Other,0.0
801902165,52.179536213621326,0.0,52.179536213621326,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.38161981,2.161522914,3,"04 Quality Location, Regeneration",59186.0,13.7,4012.248649,,,Other,0.0
801902166,51.60335449554814,0.0,51.60335449554814,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.3802718,2.161915813,0,03 Premium Urban Areas,54814.0,13.2,3765.924324,,,Other,0.0
801902167,46.87301398542274,0.0,46.87301398542274,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37828001,2.15928255,3,"04 Quality Location, Regeneration",59314.0,13.7,4012.248649,,,Other,0.0
801902168,54.17474806355574,0.0,54.17474806355574,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37800244,2.161123044,0,03 Premium Urban Areas,52909.0,13.2,3765.924324,,,Other,0.0
801902169,51.430881669622025,48.77230090692288,51.430881669622025,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37736325,2.163763216,0,03 Premium Urban Areas,52870.0,12.7,3527.167568,17.0,7120.650406504066,Other,0.0
801902170,49.05765262400848,0.0,49.05765262400848,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,41.37574476,2.165932175,3,"04 Quality Location, Regeneration",58545.0,13.0,3669.513514,,,Other,0.0
801902171,63.253214799755135,0.0,63.253214799755135,Housing Consolidated,,0.0,Barcelona,Sant Antoni,Barcelones,,,3,"04 Quality Location, Regeneration",47883.0,14.3,4317.827027,,,Other,0.0
801902172,37.6706654000708,0.0,37.6706654000708,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37536064,2.163189542,0,03 Premium Urban Areas,47175.0,14.5,4422.108108,,,Other,0.0
801902173,44.07929072650549,0.0,44.07929072650549,Other,,0.0,Barcelona,Sant Antoni,Barcelones,41.37577,2.160440991,3,"04 Quality Location, Regeneration",52677.0,14.1,4214.756757,,,Other,0.0
801903001,50.31757486618943,0.0,50.31757486618943,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37430048,2.158078613,3,"04 Quality Location, Regeneration",46931.0,12.8,3574.313514,,,Other,0.0
801903002,46.52987745069802,0.0,46.52987745069802,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37287719,2.157282589,3,"04 Quality Location, Regeneration",39191.0,14.2,4266.140541,,,Other,0.0
801903003,51.101876523371445,0.0,51.101876523371445,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37415784,2.156499632,3,"04 Quality Location, Regeneration",41201.0,14.9,4634.302703,,,Other,0.0
801903004,43.63849329497504,0.0,43.63849329497504,Housing New Development,Multi-Family,132.0,Barcelona,El Poble Sec,Barcelones,41.373974,2.155064419,3,"04 Quality Location, Regeneration",45810.0,14.2,4266.140541,,,Other,0.0
801903005,41.38567457664703,0.0,41.38567457664703,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37147552,2.156177559,0,03 Premium Urban Areas,40314.0,15.5,4961.675676,,,Other,0.0
801903006,42.81209437682849,0.0,42.81209437682849,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37162344,2.159167409,2,"05 Central Metropolitan Location, Regeneration",45421.0,13.1,3717.567568,,,Other,0.0
801903007,43.27665411818886,0.0,43.27665411818886,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37278128,2.159220781,3,"04 Quality Location, Regeneration",40833.0,14.0,4163.675676,,,Other,0.0
801903008,44.65201792294429,0.0,44.65201792294429,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37359391,2.159977052,3,"04 Quality Location, Regeneration",39696.0,14.6,4474.702703,,,Other,0.0
801903009,46.67646916715324,0.0,46.67646916715324,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37453243,2.160294411,3,"04 Quality Location, Regeneration",43637.0,13.2,3765.924324,,,Other,0.0
801903010,49.50351089831121,0.0,49.50351089831121,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37427701,2.162225769,3,"04 Quality Location, Regeneration",42159.0,13.0,3669.513514,,,Other,0.0
801903011,49.57339326468646,0.0,49.57339326468646,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.3730351,2.161700856,3,"04 Quality Location, Regeneration",36102.0,14.2,4266.140541,,,Other,0.0
801903012,47.8076539148424,0.0,47.8076539148424,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37406165,2.163887714,3,"04 Quality Location, Regeneration",41437.0,12.8,3574.313514,,,Other,0.0
801903013,54.87131206704863,0.0,54.87131206704863,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37248603,2.163833348,3,"04 Quality Location, Regeneration",38156.0,14.6,4474.702703,,,Other,0.0
801903014,46.118636407742144,0.0,46.118636407742144,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37278221,2.165247908,3,"04 Quality Location, Regeneration",40048.0,14.8,4580.8,,,Other,0.0
801903015,53.76775521264689,0.0,53.76775521264689,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37407216,2.166209505,0,03 Premium Urban Areas,41268.0,13.1,3717.567568,,,Other,0.0
801903016,56.979876363463866,0.0,56.979876363463866,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37432724,2.168480142,2,"05 Central Metropolitan Location, Regeneration",42326.0,12.3,3341.610811,,,Other,0.0
801903017,51.41084037463095,0.0,51.41084037463095,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37260891,2.166944202,3,"04 Quality Location, Regeneration",38396.0,15.3,4851.340541,,,Other,0.0
801903018,43.79553993556336,0.0,43.79553993556336,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37267332,2.168812768,3,"04 Quality Location, Regeneration",45117.0,13.7,4012.248649,,,Other,0.0
801903019,37.56403230222351,0.0,37.56403230222351,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37396915,2.170864043,0,03 Premium Urban Areas,40407.0,13.0,3669.513514,,,Other,0.0
801903020,27.84825197763699,0.0,27.84825197763699,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37270122,2.174470854,2,"05 Central Metropolitan Location, Regeneration",49418.0,12.7,3527.167568,,,Other,0.0
801903021,45.75683181274955,0.0,45.75683181274955,Housing Consolidated,,0.0,Barcelona,El Poble Sec,Barcelones,41.37285392,2.17193905,3,"04 Quality Location, Regeneration",48959.0,12.9,3621.762162,,,Other,0.0
801903022,33.200523580327015,0.0,33.200523580327015,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.37147143,2.169771316,2,"05 Central Metropolitan Location, Regeneration",44427.0,14.8,4580.8,,,Other,0.0
801903023,42.67938961768156,0.0,42.67938961768156,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.3713549,2.164859318,3,"04 Quality Location, Regeneration",40815.0,13.5,3912.810811,,,Other,0.0
801903024,48.18746234362424,37.74372720912282,48.18746234362424,Other,,0.0,Barcelona,El Poble Sec,Barcelones,41.36379904,2.156842199,5,01 Top Premium Urban Areas,40584.0,14.2,4266.140541,9.9,3831.219512195122,Other,0.0
801903025,17.42914211256172,0.0,17.42914211256172,Other,Multi-Family,1415.0,Barcelona,La Marina del Prat Vermell,Baix Llobregat,41.33337207,2.105551196,1,07 Peripheral Areas,36309.0,7.7,1555.816216,,,Other,0.0
